review_comment_message,review_score
produto n o entregue no prazo  ainda aguardando sem conseguir rastrear localiza  o exata do produto  muito ruim o retorno ao cliente ,1
fiz um pedido de um produto que estava num pre o otimo  e cancelaram depois que eu paguei   ,5
otimo produto chegou antes do prazo  porem o frete muito caro,4
n o tem opini o pois o meu produto n o chegou at  hoje marcado pra chegar at  o dia    de setembro  ,1
jogo incrivel   timos gr ficos  recomendo ,5
pedido  gil e entrega super rapida  muito antes do prazo prometido  excelente      ,5
no prazo,5
n o recebi o produto ainda,1
adorei o material    feito de corino  por m de uma  tima qualidade  chega a ser meio que emborrachado   toda revestida por dentro  tamanho  timo ,5
veio antes  timo,3
foi entregue no prazo  adorei o produto  t  de parab ns,5
fiquei muito satisfeita ,5
top ,5
produto excelente,5
excelente produto  tima qualidade e rapidez na entrega   recomendo com toda certeza    ,5
o produto   de excelente qualidade totalmente apropriado para o produto muito bom    ,5
super recomendo  ,5
entrega dentro do prazo,5
n o recebi o produto  nem deixaram documento comprovando a tentativa de entrega  estive sem tempo pra resolver e agora pergunto  como devo proceder   ,1
n o gostei da qualidade do produto  pelo pre o deveria ter mais qualidade  lojas lannister entregou antes do prazo ,1
o produto   exatamente como mostrado no site  super pratico e resistente para o que indicado  a entrega foi feita bem antes do prazo estipulado ,5
postagem fornecedor bem r apido  entrega pelo correio demorou  n o foi culpa do fornecedor  ,5
produto com defeito,1
o produto chegou incompleto    n o consigo contato nem com a lojas lannister nem com o telefone que veio na nota   gostaria de resolver isso o mais r pido poss vel ,1
entrega r pida  produto bonito conforme descrito no site  por m so chegou o len ol ainda n o chegou a saia da cama ,5
foi entregue o produto correto ,4
a culpa n o   da loja e sim do transporte,5
maravilha ,5
isso deve ser piada  n o recebi o produto e ainda tenho que responder essa avalia  o ,1
 timo ,5
 timo produto minha esposa amou   ,5
produto chegou dentro do prazo e em excelentes condi  es ,5
demorou um pouco mais que os outros produtos comprado mesmo dia,4
a entrega foi super r pida  mas a qualidade do produto deixou a desejar    ,4
gostei muito  satisfeito  ,5
demorou a entrega  ,3
excedeu as minhas expectativas   ,5
n o foi entregue no tento estipulado e o codigo de rastreio est  totalmente desatualizado ,2
parab ns   ,4
produto chegou antes do prazo  muito r pido veio de acordo como no anuncio   meu filho adorou,4
comprei   produtos uma botox   um creme de hidratacao  o creme de hidrata  o veio mechido tiraram uma boa contidade de creme a botox veio dereita ,1
satisfat rio todo o processo de compras e entrega do produto ,4
xxx,5
alem do prazo de entrega bem extenso a mercadoria ainda encontra se retida  sem atualiza  o  completando hoje exatamente    dias que comprei a mercadoria ,1
produto de boa qualidade,5
ainda n o usei o produto uma vez que comprei porque o meu cartucho anterior est  no seu limite de utiliza  o,5
produto ficou dentro da minha expectativa   portanto nada a reclamar  ,4
esta faltando o outro cor dourado  quando chegara ,5
tudo perfeito,5
recebi o pedido corretamente  ,5
excelente produto,4
descumprimento de entrega em produto aliment cio ,1
por fora   linda  mas n o fecha direito ,3
recebemos o produto antes do prazer estimado para entrega  dentro das especifica  es ,5
produto entregue conforme descrito   tima qualidade  por m n o atendeu minhas necessidade primarias  que era usa lo na tv lg      n o pareou  nem mesmo localizou  no celular funcionou perfeito ,5
entrega rapida mesmo para interior  produto correto e de qualidade  recomendo,5
nap recebi o prodito ate hoje,1
tudo conforme o combinado ,4
a capa veio de cor diferente da que eu pedi  e a pel cula n o   de vidro  e ainda por cima est  torta,1
compra   prazo   produto e entrega nota      recomendo ,5
o produto levou quase um m s para chegar  comprei a cortina para receber amigos em casa com tr s semanas de anteced ncia e n o deu tempo de estar com o produto instalado  deveria ter comprado na loja ,2
produto  timo s  que a parte de colocar a cnh tinha que ser maior um pouquinho pra que seja colocada com o pl stico que vem acompanhado nela tirando isso da  o resto tudo ok e obrigada  ,5
recomendaria a loja por outros produtos que adquiri  mas por este produto n o    de p ssima qualidade  a franja fica molhada  n o tem como usar  como fa o para devolver,1
otimo produto   lindas  ,5
a entrega do produto foi correta e entregue    dias antes do prazo previsto ,5
muito bom chegou tudo certinho no prazo,4
recebi a caixa lacrada  mas a caixa do rel gio estava vazia  procurei um site de confian a para comprar meu rel gio e acabei recebendo uma caixa vazia  isso   um absurdo ,1
gostei,3
bom,4
recibi antes da data prevista ,4
otimo ,5
adorei o produto excelente qualidade a entrega foi bem antes do prazo amei obrigado a todos da equipe do choptaime deus aben oe a todos beijos ,5
produto chegou antes do prazo final veio bem embalado sem problema com a entrega ou com os produtos compraria novamente ,3
o produto chegou conforme o pedido e o  nico sen o foi a demora  ,4
 timo ,5
produto de p ssima qualidade  j  chegou com a tampa desaparusada devido a p ssima qualidade da madeira   vieram   p s para serem aparafusados sem nenhuma indica  o ou manual   muito ruim,1
 timo,5
n o recebi meus produtos no prazo estabelecido  n o consegui rastre  los pela transportadora   ainda estou aguardando o envio do produto ,1
vendedor correto  recebi o produto antes da data marcada  nada a reclamar ,4
n o recebi produto algum  depois que as cosias se resolverem e as minhas tesouras chegarem eu posso dar uma boa avalia  o ,1
n o gostei,1
j  comprei muitas vezes do baratheon e nas compras anteriores nunca houve problemas ,5
otimo produto,5
a caixa do produto veio com uma pequena avaria  o  mas de resto veio perfeito   ,5
produto entregue antes do prazo informado ,4
 timo,5
produto entregue antes do prazo  recomendo com certeza  ,5
muito bom o material  recomendo a todos ,4
atendimento excelente  agrade o a funcion ria maria eduarda da equipe targaryen  pelo esclarecimento de d vidas ,5
o produto demorou muito para chegar em minha resid ncia ,3
o produto demorou aproximadamente    dias para ser entregue  al m disso eles me enviaram um produto de outro modelo  totalmente divergente ao anunciado  fujam da parceira targaryen ,1
entrega em perfeito estado  fornecedor pontual  recomendo o produto  eu e meu filho gostamos muito  obrigado   ,5
entrega muito r pida  produto conforme descri  o ,5
como resolver esta situa  o q o produto ainda n o foi entregue ,1
excelente produto  altamente recomendado ,5
mesmo recomendando  o produto demorou muito a chegar ,3
produto veio avariado quebrado  nao me deram bola  pois nao reclamei em   dias   ,1
produto de qualidade  somente a entrega efetuada atrav s dos correios demorou mais de    dias ,5
tem um bom aumento  mas ainda n o   o que procuro pois  vc tem que ficar muito pr ximo  tem que quase encostar no objeto que observa ,5
apesar de entregue no prazo demorou bastante  o tampo de madeira foi mal embalado e as pontas ficaram danificadas  saindo um pouco da tinta dessas extremidades  a tampa fica solta sobre os cavaletes  ,3
na troca de um produto com defeito levam muito tempo e demais uma vergonha oque est  acontecendo comigo,4
a mascara era para chegar dia    de agosto de      e at  agora nada  mandei um e mail e me pediram    horas para uma resposta  o tempo de entrega j    longo e ainda atrasa  descaso total   ,1
entrega antes do prazo previsto ,5
o pedido foi entregue parcial e o vendedor n o entrou em contato comigo  estou aguardando resposta da p g seguro,1
a crian a j  est  se formando e o produto ainda n o chegou ,1
essa empresa fez uma promo  o  descontou do meu cartao e depois n o tinha o produto para enviar  seu n o fosse atras n o saberia de nada     sai muito prejudicado nessa hist ria   tenham cuidado    ,1
produto bem embalado  entrega muito r pida  muito bom  ,5
boa,4
adorei meu produto ,5
rel gio veio sem bateria  o que n o   normal da marca   levei no relojeiro e o profissional afirmou com toda certeza de que o produto   falso e de segunda linha sendo que comprei como produto original,1
informa  o conflitante  queria comprar fone de ouvido headphone sem fio de um valor superior porem o vendedor n o entregava na minha cidade de um valor menor vendeu e entregou  como assim  ,3
nas lannister gosto de comprar mas na targaryen  nao da pq cancelei o pedido no mesmo dia e ate hoje nao tem nada resolvido pois foi no cartao e ja paguei a primeira ,4
entregou dentro do prazo mas poderia ter entregue muito antes com tranquilidade e ainda entregou tudo errado comprei um cavalinho e mandaram um urso horr vel ,1
produto bom ,5
o  nico problema   o envio pelos correios  pois temos que ir ao centro de distribui  o pegar a encomenda  a venda e entrega foi feita por empresa parceira ,3
muita demora para entrega de uma simples panela ,3
gostei muito da bolsa esta sendo muito util material muito bom tamb m  obrigada,5
muito bom,5
excelente pre o  atendimento no prazo ,5
n o recebi o kit bercinho ,1
recomendo produto e loja ,5
quero que resolvam o meu problema   ,1
produto entregue corretamente e antes do prazo informado  ,4
o produto   excelente  mas quando compramos no baratheon fazemos uma  nica comora  depois de comprado aparece outra compra com quantidade de parcelas diferentes da que fazemos,5
bom servi o  ainda estou sperando a tinta preta que nao chegou,5
recebi esta embalado nao tenho como usar por isto e a minha devolu  o,5
n o recebi,1
comprei    cabos hdmi  k     de  m e somente foi energia     por m na compra foram pagos   cabos e a nota fiscal contam    produtos tbm  ,1
otimo processo de entrega  super recomendo,5
como vou recomendar se n o recebi meu produto ,1
produto chegou em duas entregas  ambas dentro do prazo ,5
tudo certo ,5
muito bom,5
gostei muito do rel gio  era isso mesmo que eu queria  somente o manual deixa um pouco a desejar ,4
essa folha simplesmente e maravilhosa al m de linda  enchuga super bem recomendo sim comprem por que compensa e muito,5
tive que buscar nos correios e paguei um frete caro ,2
so e curta dos lados  mas  melhor que nada n   at  que ficou bonito obg ,5
eu comprei duas unidades e recebi uma unidade ,2
recomendo   ,5
recomendo  produto entregue antes do prazo ,4
n o sei pq a venda foi dividida em duas partes  n o gostei  a parte que coube  s l ameicanas n o foi cumprida  ,1
muito bom  entrega super rapida   recomendo ,5
n o recebi ainda o produto mas estou aguardando  aguardo tamb m um feedback da targaryen e lannister por onde efetuei a compra ,1
adoramos e coube certinho em nosso sof  ,5
produto chegou no prazo e eu recomendo outras compras,5
nao recebi meu produto  gostaria de q me reenviace os produtos,3
o tipo de entrega  pac    muito demorado ,1
optimo atendimento recomendo o produto j  instale e est  funcionando muito bem produto cumple com as espectativas ,5
atrasou a entrega   dia  porem acho que os correios n o ajudam  e poderiam contratar uma empresa privada ,4
produto bem inferior as imagens  a grama veio toda desfiada e soltando as fibras      s  n o devolvi pelo urg ncia em usar ,1
sempre comprei nas lojas lannister  mas desta vez meu produto veio faltando um  e quando ligo n o atende    s  atravez de mensagem  e com isso estou aguardando e n o posso uso do medicamento  que pre,1
apesar de ter vindo com defeito fui muito bem atendida e o problema rapidamente solucionado  agrade o imensamente ,5
otimo o atendimento,4
tudo como o esperado,5
entrega foi bem  gil  nenhum problema durante boa processo de compra ,5
recebi o produto  por m o mesmo veio com o encosto do bra o quebrado   sugiro   loja que acondicione melhor os seus produtos  uma vez que veio embalado em um papel fino comum ,3
n o recebi os dois controles  o que houve    ,1
eu comprei um kit   acessorio so recebi uma central e um controle    veja o que tinha na distri  o da compra   veja o que falto    sensores magn tico xas        sirene para central de alarme   bateria,1
excelente produto  mas penso que o livro estava em estoque h  muito tempo  assim a embalagem pl stica ressecou e a cola da  ltima capa solta   ,4
at  agora nada do produto ser entregue  o que eu devo fazer  ,3
recebi antes do prazo  muito bom  ,5
entrega rapida ,3
o produto excelente material resistente  ,5
n o fiquei satisfeita com a qualidade do produto  a panela vaza muito vapor e agua durante o cozimento ,1
otimo,5
adorei ,5
bom dia  comprei cinco itens e recebi tr s  xbox entregue  dois jogos entregue  um carregador entregue  falta um controle do xbox e uma capa  estou esperando pacientemente ,1
